Suma de LIFETIME,PAYMENT_METHOD,SENDBACK,Suma de TURNOVER,Suma de TYPE,USER_ID,VIDEO_AD,AOV,Conversion Texto,Impacto Video vs Texto,Tasa de Conversion,Conversion Video,Total Transacciones,Total Turnover,GENDER,Año,Trimestre,Mes,Día,Suma de CREDIT_SCORE,CONVERTED,AGE_GROUP,Suma de AGE
5,bank transfer,false,37,1,marc_sinclair,true,"€37,00",,,,,1,€37,male,2023,Qtr 4,diciembre,19,4,false,Adulto Joven,36
5,bank transfer,false,356,1,marc_sinclair,true,"€356,00",,,,,1,€356,male,2023,Qtr 4,diciembre,20,4,false,Adulto Joven,36
7,bank transfer,false,40,1,marcmiller,false,"€40,00",,,,,1,€40,male,2023,Qtr 4,octubre,17,4,false,Adulto,43
11,bank transfer,false,41,1,networkman,false,"€41,00",,,,,1,€41,male,2023,Qtr 4,noviembre,9,4,false,Adulto Joven,38
12,bank transfer,false,334,1,paul_bringer,false,"€334,00",,,,,1,€334,male,2023,Qtr 4,octubre,22,5,false,Adulto Joven,39
6,bank transfer,false,46,3,ralf_mitchell,false,"€46,00",,,,,1,€46,male,2023,Qtr 4,octubre,13,4,false,Adulto,51
6,bank transfer,false,44,3,ralf_mitchell,false,"€44,00","100,00%","-100,00%","100,00%",,1,€44,male,2023,Qtr 4,octubre,14,4,true,Adulto,51
6,bank transfer,false,375,3,ralf_mitchell,false,"€375,00",,,,,1,€375,male,2023,Qtr 4,octubre,29,4,false,Adulto,51
6,bank transfer,false,44,3,ralf_mitchell,false,"€44,00","100,00%","-100,00%","100,00%",,1,€44,male,2023,Qtr 4,diciembre,6,4,true,Adulto,51
6,bank transfer,false,42,3,ralf_mitchell,true,"€42,00",,,,,1,€42,male,2023,Qtr 4,octubre,24,4,false,Adulto,51
6,bank transfer,false,38,3,ralf_mitchell,true,"€38,00",,,,,1,€38,male,2023,Qtr 4,noviembre,14,4,false,Adulto,51
10,bank transfer,false,43,1,sid_james,false,"€43,00",,,,,1,€43,male,2023,Qtr 4,diciembre,9,4,false,Adulto,45
12,bank transfer,false,325,2,suratali,false,"€325,00","100,00%","-100,00%","100,00%",,1,€325,male,2023,Qtr 4,octubre,12,4,true,Adulto Joven,37
12,bank transfer,false,107,2,suratali,false,"€107,00","100,00%","-100,00%","100,00%",,1,€107,male,2023,Qtr 4,octubre,17,4,true,Adulto Joven,37
,bank transfer,false,,,suratali,false,,,,,"100,00%",,,male,2023,Qtr 4,diciembre,3,,true,Adulto Joven,
12,bank transfer,false,126,2,suratali,false,"€126,00",,,,,1,€126,male,2023,Qtr 4,diciembre,7,4,false,Adulto Joven,37
12,bank transfer,false,163,2,suratali,true,"€163,00",,,,,1,€163,male,2023,Qtr 4,octubre,10,4,false,Adulto Joven,37
,bank transfer,false,,,suratali,true,,"100,00%","-100,00%",,,,,male,2023,Qtr 4,octubre,12,,true,Adulto Joven,
12,bank transfer,false,156,2,suratali,true,"€156,00",,,,,1,€156,male,2023,Qtr 4,octubre,13,4,false,Adulto Joven,37
,bank transfer,false,,,suratali,true,,"100,00%","-100,00%",,,,,male,2023,Qtr 4,octubre,17,,true,Adulto Joven,
12,bank transfer,false,61,2,suratali,true,"€61,00",,,,,1,€61,male,2023,Qtr 4,octubre,20,4,false,Adulto Joven,37
12,bank transfer,false,146,2,suratali,true,"€146,00",,,"100,00%","100,00%",1,€146,male,2023,Qtr 4,diciembre,3,4,true,Adulto Joven,37
12,bank transfer,false,152,2,suratali,true,"€152,00",,,,,1,€152,male,2023,Qtr 4,diciembre,13,4,false,Adulto Joven,37
7,bank transfer,false,48,1,takethis,false,"€48,00",,,,,1,€48,male,2023,Qtr 4,octubre,17,3,false,Adulto Joven,33
7,bank transfer,false,89,1,takethis,false,"€89,00",,,,,1,€89,male,2023,Qtr 4,octubre,24,3,false,Adulto Joven,33
7,bank transfer,false,142,1,takethis,false,"€142,00",,,,,1,€142,male,2023,Qtr 4,noviembre,21,3,false,Adulto Joven,33
7,bank transfer,false,48,1,takethis,false,"€48,00",,,,,1,€48,male,2023,Qtr 4,diciembre,26,3,false,Adulto Joven,33
7,bank transfer,false,49,1,takethis,true,"€49,00",,,"100,00%","100,00%",1,€49,male,2023,Qtr 4,octubre,11,3,true,Adulto Joven,33
7,bank transfer,false,41,1,takethis,true,"€41,00",,,,,1,€41,male,2023,Qtr 4,octubre,23,3,false,Adulto Joven,33
7,bank transfer,false,50,1,takethis,true,"€50,00",,,"100,00%","100,00%",1,€50,male,2023,Qtr 4,noviembre,7,3,true,Adulto Joven,33
7,bank transfer,false,40,1,takethis,true,"€40,00",,,,,1,€40,male,2023,Qtr 4,noviembre,26,3,false,Adulto Joven,33
7,bank transfer,false,43,1,takethis,true,"€43,00",,,,,1,€43,male,2023,Qtr 4,diciembre,6,3,false,Adulto Joven,33
8,bank transfer,true,38,3,cardiB,false,"€38,00",,,,,1,€38,female,2023,Qtr 4,diciembre,13,3,false,Adulto Joven,27
12,bank transfer,true,36,1,Duc_le_vu,true,"€36,00",,,"100,00%","100,00%",1,€36,male,2023,Qtr 4,octubre,27,2,true,Senior,88
12,bank transfer,true,33,1,Duc_le_vu,true,"€33,00",,,,,1,€33,male,2023,Qtr 4,noviembre,11,2,false,Senior,88
12,bank transfer,true,34,1,joanah_hamilton,false,"€34,00",,,,,1,€34,female,2023,Qtr 4,noviembre,8,3,false,Adulto Joven,37
9,bank transfer,true,41,1,julian22,true,"€41,00",,,,,1,€41,male,2023,Qtr 4,octubre,12,3,false,Adulto,54
12,bank transfer,true,371,2,laura_smith,false,"€371,00",,,,,1,€371,female,2023,Qtr 4,noviembre,8,5,false,Adulto,47
12,bank transfer,true,179,2,laura_smith,false,"€179,00","100,00%","-100,00%","100,00%",,1,€179,female,2023,Qtr 4,diciembre,20,5,true,Adulto,47
12,bank transfer,true,43,1,lee_kim,true,"€43,00",,,,,1,€43,female,2023,Qtr 4,diciembre,26,2,false,Adulto,55
6,bank transfer,true,453,3,ralf_mitchell,true,"€453,00",,,,,1,€453,male,2023,Qtr 4,octubre,19,4,false,Adulto,51
10,bank transfer,true,372,1,sid_james,true,"€372,00",,,,,1,€372,male,2023,Qtr 4,octubre,14,4,false,Adulto,45
12,bank transfer,true,332,2,suratali,false,"€332,00",,,,,1,€332,male,2023,Qtr 4,diciembre,4,4,false,Adulto Joven,37
12,BNPL,false,34,1,babe_ruth,false,"€34,00",,,,,1,€34,male,2023,Qtr 4,octubre,2,2,false,Adulto,48
12,BNPL,false,390,1,babe_ruth,false,"€390,00",,,,,1,€390,male,2023,Qtr 4,octubre,31,2,false,Adulto,48
12,BNPL,false,43,1,babe_ruth,false,"€43,00",,,,,1,€43,male,2023,Qtr 4,noviembre,2,2,false,Adulto,48
12,BNPL,false,340,1,babe_ruth,false,"€340,00",,,,,1,€340,male,2023,Qtr 4,noviembre,11,2,false,Adulto,48
12,BNPL,false,46,1,babe_ruth,false,"€46,00",,,,,1,€46,male,2023,Qtr 4,diciembre,5,2,false,Adulto,48
12,BNPL,false,45,1,babe_ruth,true,"€45,00",,,,,1,€45,male,2023,Qtr 4,octubre,8,2,false,Adulto,48
12,BNPL,false,44,1,babe_ruth,true,"€44,00",,,,,1,€44,male,2023,Qtr 4,diciembre,18,2,false,Adulto,48
12,BNPL,false,492,1,babe_ruth,true,"€492,00",,,,,1,€492,male,2023,Qtr 4,diciembre,27,2,false,Adulto,48
12,BNPL,false,47,1,babe_ruth,true,"€47,00",,,,,1,€47,male,2023,Qtr 4,diciembre,28,2,false,Adulto,48
7,BNPL,false,473,3,barney_stinson,true,"€473,00",,,,,1,€473,male,2023,Qtr 4,diciembre,15,1,false,Adulto,52
11,BNPL,false,45,3,bob-harris,false,"€45,00",,,,,1,€45,male,2023,Qtr 4,noviembre,12,4,false,Adulto Joven,30
11,BNPL,false,36,3,bob-harris,true,"€36,00",,,,,1,€36,male,2023,Qtr 4,octubre,26,4,false,Adulto Joven,30
1,BNPL,false,33,1,brian-close,false,"€33,00",,,,,1,€33,male,2023,Qtr 4,noviembre,14,3,false,Joven,23
1,BNPL,false,45,1,brian-close,false,"€45,00",,,,,1,€45,male,2023,Qtr 4,diciembre,2,3,false,Joven,23
1,BNPL,false,333,1,brian-close,false,"€333,00",,,,,1,€333,male,2023,Qtr 4,diciembre,22,3,false,Joven,23
1,BNPL,false,330,1,brian-close,false,"€330,00",,,,,1,€330,male,2023,Qtr 4,diciembre,29,3,false,Joven,23
1,BNPL,false,47,1,brian-close,true,"€47,00",,,"100,00%","100,00%",1,€47,male,2023,Qtr 4,octubre,11,3,true,Joven,23
1,BNPL,false,37,1,brian-close,true,"€37,00",,,"100,00%","100,00%",1,€37,male,2023,Qtr 4,octubre,18,3,true,Joven,23
1,BNPL,false,389,1,brian-close,true,"€389,00",,,"100,00%","100,00%",1,€389,male,2023,Qtr 4,octubre,27,3,true,Joven,23
1,BNPL,false,34,1,brian-close,true,"€34,00",,,,,1,€34,male,2023,Qtr 4,diciembre,20,3,false,Joven,23
12,BNPL,false,32,1,bruceMoore,true,"€32,00",,,,,1,€32,male,2023,Qtr 4,octubre,27,5,false,Adulto,56
11,BNPL,false,34,3,david_daiches,false,"€34,00",,,,,1,€34,male,2023,Qtr 4,octubre,18,5,false,Adulto Joven,37
11,BNPL,false,41,3,david_daiches,false,"€41,00",,,,,1,€41,male,2023,Qtr 4,octubre,26,5,false,Adulto Joven,37
,BNPL,false,,,david_daiches,false,,,,,"100,00%",,,male,2023,Qtr 4,diciembre,8,,true,Adulto Joven,
11,BNPL,false,31,3,david_daiches,false,"€31,00","100,00%","-100,00%","100,00%",,1,€31,male,2023,Qtr 4,diciembre,9,5,true,Adulto Joven,37
,BNPL,false,,,david_daiches,false,,,,,"100,00%",,,male,2023,Qtr 4,diciembre,22,,true,Adulto Joven,
11,BNPL,false,42,3,david_daiches,false,"€42,00",,,,,1,€42,male,2023,Qtr 4,diciembre,26,5,false,Adulto Joven,37
11,BNPL,false,33,3,david_daiches,true,"€33,00",,,,,1,€33,male,2023,Qtr 4,noviembre,18,5,false,Adulto Joven,37
11,BNPL,false,36,3,david_daiches,true,"€36,00",,,"100,00%","100,00%",1,€36,male,2023,Qtr 4,diciembre,8,5,true,Adulto Joven,37
,BNPL,false,,,david_daiches,true,,"100,00%","-100,00%",,,,,male,2023,Qtr 4,diciembre,9,,true,Adulto Joven,
11,BNPL,false,35,3,david_daiches,true,"€35,00",,,,,1,€35,male,2023,Qtr 4,diciembre,15,5,false,Adulto Joven,37
11,BNPL,false,488,3,david_daiches,true,"€488,00",,,"100,00%","100,00%",1,€488,male,2023,Qtr 4,diciembre,22,5,true,Adulto Joven,37
11,BNPL,false,32,1,david-niven,true,"€32,00",,,,,1,€32,male,2023,Qtr 4,noviembre,18,4,false,Adulto,53
11,BNPL,false,318,1,david-niven,true,"€318,00",,,,,1,€318,male,2023,Qtr 4,diciembre,30,4,false,Adulto,53
1,BNPL,false,385,3,dianehall,true,"€385,00",,,,,1,€385,female,2023,Qtr 4,octubre,6,1,false,Adulto Joven,26
1,BNPL,false,544,3,dianehall,true,"€544,00",,,,,1,€544,female,2023,Qtr 4,octubre,10,1,false,Adulto Joven,26
1,BNPL,false,387,3,dianehall,true,"€387,00",,,,,1,€387,female,2023,Qtr 4,noviembre,7,1,false,Adulto Joven,26
1,BNPL,false,525,3,dianehall,true,"€525,00",,,"100,00%","100,00%",1,€525,female,2023,Qtr 4,diciembre,24,1,true,Adulto Joven,26
11,BNPL,false,718,1,dominik_jung,true,"€718,00",,,,,1,€718,male,2023,Qtr 4,octubre,22,4,false,Adulto,50
12,BNPL,false,147,1,Duc_le_vu,false,"€147,00",,,,,1,€147,male,2023,Qtr 4,noviembre,4,2,false,Senior,88
12,BNPL,false,417,1,Duc_le_vu,false,"€417,00",,,,,1,€417,male,2023,Qtr 4,diciembre,15,2,false,Senior,88
12,BNPL,false,330,1,Duc_le_vu,true,"€330,00",,,,,1,€330,male,2023,Qtr 4,noviembre,6,2,false,Senior,88
11,BNPL,false,45,1,fred_firestone,false,"€45,00",,,,,1,€45,male,2023,Qtr 4,octubre,17,5,false,Adulto Joven,35
11,BNPL,false,42,1,fred_firestone,false,"€42,00",,,,,1,€42,male,2023,Qtr 4,octubre,21,5,false,Adulto Joven,35
11,BNPL,false,310,1,fred_firestone,false,"€310,00",,,,,1,€310,male,2023,Qtr 4,octubre,26,5,false,Adulto Joven,35
11,BNPL,false,34,1,fred_firestone,false,"€34,00",,,,,1,€34,male,2023,Qtr 4,noviembre,20,5,false,Adulto Joven,35
11,BNPL,false,43,1,fred_firestone,false,"€43,00",,,,,1,€43,male,2023,Qtr 4,diciembre,15,5,false,Adulto Joven,35
11,BNPL,false,48,1,fred_firestone,true,"€48,00",,,,,1,€48,male,2023,Qtr 4,octubre,3,5,false,Adulto Joven,35
11,BNPL,false,34,1,fred_firestone,true,"€34,00",,,,,1,€34,male,2023,Qtr 4,octubre,19,5,false,Adulto Joven,35
11,BNPL,false,37,1,fred_firestone,true,"€37,00",,,"100,00%","100,00%",1,€37,male,2023,Qtr 4,noviembre,23,5,true,Adulto Joven,35
11,BNPL,false,364,1,fred_firestone,true,"€364,00",,,,,1,€364,male,2023,Qtr 4,noviembre,28,5,false,Adulto Joven,35
11,BNPL,false,42,1,fred_firestone,true,"€42,00",,,,,1,€42,male,2023,Qtr 4,diciembre,10,5,false,Adulto Joven,35
10,BNPL,false,40,1,frederic_larousee,false,"€40,00","100,00%","-100,00%","100,00%",,1,€40,male,2023,Qtr 4,diciembre,7,4,true,Adulto Joven,38
10,BNPL,false,329,1,frederic_larousee,false,"€329,00",,,,,1,€329,male,2023,Qtr 4,diciembre,14,4,false,Adulto Joven,38
,BNPL,false,,,frederic_larousee,false,,,,,"100,00%",,,male,2023,Qtr 4,diciembre,20,,true,Adulto Joven,
10,BNPL,false,48,1,frederic_larousee,false,"€48,00",,,,,1,€48,male,2023,Qtr 4,diciembre,22,4,false,Adulto Joven,38
10,BNPL,false,39,1,frederic_larousee,true,"€39,00",,,,,1,€39,male,2023,Qtr 4,octubre,8,4,false,Adulto Joven,38
10,BNPL,false,47,1,frederic_larousee,true,"€47,00",,,,,1,€47,male,2023,Qtr 4,octubre,16,4,false,Adulto Joven,38
,BNPL,false,,,frederic_larousee,true,,"100,00%","-100,00%",,,,,male,2023,Qtr 4,diciembre,7,,true,Adulto Joven,
10,BNPL,false,49,1,frederic_larousee,true,"€49,00",,,,,1,€49,male,2023,Qtr 4,diciembre,19,4,false,Adulto Joven,38
10,BNPL,false,42,1,frederic_larousee,true,"€42,00",,,"100,00%","100,00%",1,€42,male,2023,Qtr 4,diciembre,20,4,true,Adulto Joven,38
9,BNPL,false,180,1,gunlover,false,"€180,00",,,,,1,€180,male,2023,Qtr 4,diciembre,9,1,false,Adulto,41
10,BNPL,false,361,3,h_simpson,true,"€361,00",,,"100,00%","100,00%",1,€361,male,2023,Qtr 4,octubre,26,2,true,Adulto Joven,40
9,BNPL,false,302,1,helmut_weissinger,true,"€302,00",,,,,1,€302,male,2023,Qtr 4,noviembre,27,2,false,Adulto Joven,27
11,BNPL,false,36,3,horst_lüning,false,"€36,00",,,,,1,€36,male,2023,Qtr 4,diciembre,2,5,false,Adulto,50
11,BNPL,false,398,3,horst_lüning,true,"€398,00",,,,,1,€398,male,2023,Qtr 4,noviembre,22,5,false,Adulto,50
11,BNPL,false,480,3,horst_lüning,true,"€480,00",,,,,1,€480,male,2023,Qtr 4,noviembre,29,5,false,Adulto,50
11,BNPL,false,384,3,horst_lüning,true,"€384,00",,,,,1,€384,male,2023,Qtr 4,diciembre,29,5,false,Adulto,50
9,BNPL,false,46,1,jennifer_linn,false,"€46,00",,,,,1,€46,female,2023,Qtr 4,octubre,8,4,false,Adulto Joven,28
9,BNPL,false,43,1,jennifer_linn,false,"€43,00",,,,,1,€43,female,2023,Qtr 4,noviembre,28,4,false,Adulto Joven,28
9,BNPL,false,422,1,jennifer_linn,false,"€422,00",,,,,1,€422,female,2023,Qtr 4,diciembre,22,4,false,Adulto Joven,28
9,BNPL,false,620,1,jennifer_linn,true,"€620,00",,,,,1,€620,female,2023,Qtr 4,octubre,12,4,false,Adulto Joven,28
9,BNPL,false,432,1,jennifer_linn,true,"€432,00",,,,,1,€432,female,2023,Qtr 4,octubre,20,4,false,Adulto Joven,28
9,BNPL,false,389,1,jennifer_linn,true,"€389,00",,,,,1,€389,female,2023,Qtr 4,noviembre,8,4,false,Adulto Joven,28
9,BNPL,false,584,1,jennifer_linn,true,"€584,00",,,,,1,€584,female,2023,Qtr 4,noviembre,16,4,false,Adulto Joven,28
9,BNPL,false,441,1,jennifer_linn,true,"€441,00",,,,,1,€441,female,2023,Qtr 4,diciembre,9,4,false,Adulto Joven,28
11,BNPL,false,562,1,julianne1,false,"€562,00",,,,,1,€562,female,2023,Qtr 4,octubre,13,2,false,Adulto,47
11,BNPL,false,498,1,julianne1,false,"€498,00",,,,,1,€498,female,2023,Qtr 4,noviembre,16,2,false,Adulto,47
11,BNPL,false,521,1,julianne1,false,"€521,00",,,,,1,€521,female,2023,Qtr 4,diciembre,8,2,false,Adulto,47
0,BNPL,false,47,1,julianne2,false,"€47,00",,,,,1,€47,female,2023,Qtr 4,octubre,19,5,false,Joven,21
12,BNPL,false,518,1,lee_kim,false,"€518,00",,,,,1,€518,female,2023,Qtr 4,noviembre,20,2,false,Adulto,55
12,BNPL,false,386,1,lee_kim,false,"€386,00",,,,,1,€386,female,2023,Qtr 4,diciembre,29,2,false,Adulto,55
12,BNPL,false,472,1,lee_kim,true,"€472,00",,,,,1,€472,female,2023,Qtr 4,diciembre,17,2,false,Adulto,55
12,BNPL,false,642,1,lee_kim,true,"€642,00",,,"100,00%","100,00%",1,€642,female,2023,Qtr 4,diciembre,25,2,true,Adulto,55
12,BNPL,false,352,3,liz_smith,true,"€352,00",,,,,1,€352,female,2023,Qtr 4,diciembre,10,3,false,Adulto,59
7,BNPL,false,47,1,mard_moe,false,"€47,00",,,,,1,€47,male,2023,Qtr 4,octubre,16,4,false,Adulto Joven,35
10,BNPL,false,440,1,mathiasstanger,true,"€440,00",,,"100,00%","100,00%",1,€440,male,2023,Qtr 4,noviembre,6,2,true,Joven,24
10,BNPL,false,162,1,mathiasstanger,true,"€162,00",,,"100,00%","100,00%",1,€162,male,2023,Qtr 4,noviembre,20,2,true,Joven,24
10,BNPL,false,315,1,mathiasstanger,true,"€315,00",,,,,1,€315,male,2023,Qtr 4,diciembre,22,2,false,Joven,24
11,BNPL,false,37,1,maurice_stonewithe,false,"€37,00",,,,,1,€37,male,2023,Qtr 4,noviembre,19,3,false,Adulto,57
